request_id,vehicle_id,user_id,arrival_time,departure_time,battery_capacity_kwh,initial_soc,required_energy_kwh,max_charging_power_kw,charger_type,priority_category,scenario,request_timestamp,vehicle_type
REQ-82B21B4E,EV-054,EMP-054,2024-03-12T11:05:00,2024-03-12T13:19:48.518032,52,0.61,14.8,22,AC,priority,high_demand,2024-03-12T00:43:13.223763,Renault Zoe
REQ-2B5BA776,EV-015,EMP-015,2024-03-12T09:00:00,2024-03-12T17:41:06.857771,77,0.23,50.1,50,DC,standard,high_demand,2024-03-12T01:01:30.115947,Kia EV6
REQ-96DA30F0,EV-012,EMP-012,2024-03-12T08:51:00,2024-03-12T12:24:18.525369,77,0.53,22.6,50,DC,standard,high_demand,2024-03-11T21:57:22.668870,Hyundai Ioniq 5
REQ-51E523DD,EV-026,EMP-026,2024-03-12T07:47:00,2024-03-12T11:34:28.749611,40,0.55,11.1,22,AC,standard,high_demand,2024-03-11T23:11:26.901154,Nissan Leaf
REQ-9EC076F0,EV-020,EMP-020,2024-03-12T07:57:00,2024-03-12T10:26:42.894385,77,0.25,149.7,50,DC,standard,high_demand,2024-03-11T23:27:02.279758,Hyundai Ioniq 5
REQ-412083FE,EV-021,EMP-021,2024-03-12T14:58:00,2024-03-12T19:38:02.476212,77,0.19,33.4,50,DC,priority,high_demand,2024-03-12T06:03:46.395995,VW ID.4
REQ-78C6A3F7,EV-019,EMP-019,2024-03-12T07:37:00,2024-03-12T15:43:26.702864,42,0.19,30.2,22,AC,priority,high_demand,2024-03-12T05:35:07.746029,BMW i3
REQ-3CD7C867,EV-061,EMP-061,2024-03-12T15:25:00,2024-03-12T20:53:43.723467,77,0.11,56.5,50,DC,emergency,high_demand,2024-03-12T06:36:31.314109,VW ID.4
REQ-2DA64640,EV-077,EMP-077,2024-03-12T11:18:00,2024-03-12T15:53:16.167148,77,0.55,32.2,50,DC,priority,high_demand,2024-03-12T09:38:40.744343,VW ID.4
REQ-0159650D,EV-025,EMP-025,2024-03-12T12:10:00,2024-03-12T16:32:48.861552,82,0.73,14.6,50,DC,emergency,high_demand,2024-03-12T08:28:53.539002,Tesla Model Y
REQ-81158150,EV-058,EMP-058,2024-03-12T08:06:00,2024-03-12T14:06:00.212415,40,0.49,18.1,22,AC,standard,high_demand,2024-03-11T21:50:57.266876,Nissan Leaf
REQ-0B582AFB,EV-001,EMP-001,2024-03-12T11:36:00,2024-03-12T16:58:59.226451,82,0.43,40.8,50,DC,standard,high_demand,2024-03-12T10:28:20.837976,Tesla Model Y
REQ-3D8169C1,EV-053,EMP-053,2024-03-12T14:54:00,2024-03-12T20:06:41.968438,77,0.17,47.9,50,DC,standard,high_demand,2024-03-12T08:19:28.938861,VW ID.4
REQ-AE65310E,EV-056,EMP-056,2024-03-12T17:57:00,2024-03-12T21:00:00,75,0.19,56.5,50,DC,standard,high_demand,2024-03-12T13:14:51.924038,Tesla Model 3
REQ-BA530559,EV-005,EMP-005,2024-03-12T12:31:00,2024-03-12T21:00:00,77,0.6,15.7,50,DC,standard,high_demand,2024-03-12T09:00:05.529525,VW ID.4
REQ-7A15E241,EV-010,EMP-010,2024-03-12T07:07:00,2024-03-12T14:32:10.829973,40,0.43,18.6,22,AC,standard,high_demand,2024-03-12T01:50:21.115433,Nissan Leaf
REQ-09FE7D6E,EV-025,EMP-025,2024-03-12T11:09:00,2024-03-12T16:40:27.250034,82,0.5,26.2,50,DC,emergency,high_demand,2024-03-12T04:46:11.985491,Tesla Model Y
REQ-DEAE59E2,EV-033,EMP-033,2024-03-12T08:36:00,2024-03-12T14:07:22.534668,82,0.35,43.6,50,DC,standard,high_demand,2024-03-12T00:16:04.294653,Tesla Model Y
REQ-62A7A145,EV-041,EMP-041,2024-03-12T08:23:00,2024-03-12T15:21:28.876191,82,0.65,15.2,50,DC,standard,high_demand,2024-03-12T02:53:12.379432,Tesla Model Y
REQ-54E47D9B,EV-072,EMP-072,2024-03-12T10:13:00,2024-03-12T14:02:10.831725,75,0.58,27.4,50,DC,priority,high_demand,2024-03-12T01:34:32.914865,Tesla Model 3
REQ-1DF4E673,EV-057,EMP-057,2024-03-12T11:19:00,2024-03-12T19:57:51.437447,82,0.44,40.9,50,DC,standard,high_demand,2024-03-12T08:53:47.733696,Tesla Model Y
REQ-B6D85DAE,EV-025,EMP-025,2024-03-12T08:33:00,2024-03-12T12:03:56.641133,82,0.68,210.9,50,DC,emergency,high_demand,2024-03-11T22:46:05.735148,Tesla Model Y
REQ-B2458BD2,EV-010,EMP-010,2024-03-12T07:07:00,2024-03-12T13:57:32.727701,40,0.47,11.4,22,AC,standard,high_demand,2024-03-12T02:28:30.870725,Nissan Leaf
REQ-0600A2C1,EV-074,EMP-074,2024-03-12T10:08:00,2024-03-12T14:23:27.570002,40,0.27,16.1,22,AC,standard,high_demand,2024-03-12T01:19:16.975344,Nissan Leaf
REQ-28C6A05D,EV-024,EMP-024,2024-03-12T08:01:00,2024-03-12T09:50:49.023496,75,0.66,15.9,50,DC,standard,high_demand,2024-03-12T03:06:44.649761,Tesla Model 3
REQ-6F1C0246,EV-050,EMP-050,2024-03-12T08:51:00,2024-03-12T16:46:52.100339,40,0.46,20.7,22,AC,standard,high_demand,2024-03-12T03:31:38.110799,Nissan Leaf
REQ-AB92BB5B,EV-018,EMP-018,2024-03-12T07:49:00,2024-03-12T14:43:07.773879,40,0.28,15.5,22,AC,standard,high_demand,2024-03-12T01:32:35.504978,Nissan Leaf
REQ-8DDA943E,EV-011,EMP-011,2024-03-12T13:21:00,2024-03-12T20:52:57.126525,42,0.74,10.7,22,AC,standard,high_demand,2024-03-12T07:30:05.101034,BMW i3
REQ-4880BCC3,EV-013,EMP-013,2024-03-12T08:41:00,2024-03-12T12:38:17.124887,77,0.46,21.0,50,DC,standard,high_demand,2024-03-12T01:41:58.400930,VW ID.4
REQ-01D657AD,EV-060,EMP-060,2024-03-12T08:14:00,2024-03-12T13:12:46.020646,77,0.48,29.9,50,DC,standard,high_demand,2024-03-12T05:29:09.511652,Hyundai Ioniq 5
REQ-702F4821,EV-049,EMP-049,2024-03-12T14:31:00,2024-03-12T17:51:18.425608,82,0.1,52.0,50,DC,standard,high_demand,2024-03-12T10:01:58.058914,Tesla Model Y
REQ-ECD00768,EV-034,EMP-034,2024-03-12T14:45:00,2024-03-12T21:00:00,40,0.1,29.8,22,AC,emergency,high_demand,2024-03-12T05:53:13.297384,Nissan Leaf
REQ-B144E13E,EV-044,EMP-044,2024-03-12T08:03:00,2024-03-12T11:20:10.525052,77,0.42,23.7,50,DC,standard,high_demand,2024-03-11T23:21:57.587547,Hyundai Ioniq 5
REQ-EF31D6F4,EV-038,EMP-038,2024-03-12T08:50:00,2024-03-12T17:03:46.761742,52,0.44,24.8,22,AC,standard,high_demand,2024-03-11T21:07:33.431687,Renault Zoe
REQ-F3108DC2,EV-044,EMP-044,2024-03-12T07:11:00,2024-03-12T09:41:04.873957,77,0.63,15.3,50,DC,standard,high_demand,2024-03-12T01:40:51.708833,Hyundai Ioniq 5
REQ-C51EA3C0,EV-054,EMP-054,2024-03-12T15:42:00,2024-03-12T19:09:26.755351,52,0.3,32.8,22,AC,priority,high_demand,2024-03-12T06:44:36.391232,Renault Zoe
REQ-B6DC1905,EV-018,EMP-018,2024-03-12T07:32:00,2024-03-12T09:35:36.560767,40,0.23,27.4,22,AC,standard,high_demand,2024-03-12T05:14:46.003175,Nissan Leaf
REQ-B718DA81,EV-020,EMP-020,2024-03-12T07:55:00,2024-03-12T12:27:55.838902,77,0.45,41.6,50,DC,standard,high_demand,2024-03-12T03:52:16.060466,Hyundai Ioniq 5
REQ-B3475F5F,EV-061,EMP-061,2024-03-12T07:14:00,2024-03-12T09:54:55.615181,77,0.55,31.6,50,DC,emergency,high_demand,2024-03-12T06:16:10.345944,VW ID.4
REQ-1FC19E42,EV-070,EMP-070,2024-03-12T13:39:00,2024-03-12T15:50:02.748402,52,0.26,26.1,22,AC,standard,high_demand,2024-03-12T05:21:44.608193,Renault Zoe
REQ-F70C9867,EV-007,EMP-007,2024-03-12T08:58:00,2024-03-12T10:41:59.216521,77,0.36,35.8,50,DC,priority,high_demand,2024-03-12T05:35:36.101192,Kia EV6
REQ-493F13F2,EV-036,EMP-036,2024-03-12T10:36:00,2024-03-12T13:08:54.412060,77,0.11,62.7,50,DC,standard,high_demand,2024-03-12T08:35:48.389166,Hyundai Ioniq 5
REQ-986CC276,EV-057,EMP-057,2024-03-12T13:44:00,2024-03-12T19:57:38.033812,82,0.52,31.1,50,DC,standard,high_demand,2024-03-12T03:53:12.270407,Tesla Model Y
REQ-DD101728,EV-007,EMP-007,2024-03-12T07:07:00,2024-03-12T15:23:07.394212,77,0.39,26.5,50,DC,priority,high_demand,2024-03-11T21:04:44.654263,Kia EV6
REQ-35A8FBC3,EV-046,EMP-046,2024-03-12T07:05:00,2024-03-12T12:02:26.862894,52,0.21,32.3,22,AC,standard,high_demand,2024-03-12T02:02:27.054308,Renault Zoe
REQ-FF38E9A4,EV-005,EMP-005,2024-03-12T08:21:00,2024-03-12T11:08:45.794719,77,0.24,34.7,50,DC,standard,high_demand,2024-03-11T21:41:26.254726,VW ID.4
REQ-F7547E33,EV-044,EMP-044,2024-03-12T08:14:00,2024-03-12T11:34:36.189040,77,0.29,38.6,50,DC,standard,high_demand,2024-03-12T07:01:55.466546,Hyundai Ioniq 5
REQ-D4D70924,EV-041,EMP-041,2024-03-12T07:16:00,2024-03-12T10:15:45.360780,82,0.68,20.0,50,DC,standard,high_demand,2024-03-11T21:32:30.241373,Tesla Model Y
REQ-92437FAC,EV-046,EMP-046,2024-03-12T12:58:00,2024-03-12T20:19:51.725705,52,0.33,26.9,22,AC,standard,high_demand,2024-03-12T01:58:15.171513,Renault Zoe
REQ-0B6D1638,EV-012,EMP-012,2024-03-12T09:46:00,2024-03-12T12:36:55.028590,77,0.31,32.4,50,DC,standard,high_demand,2024-03-12T00:18:48.515153,Hyundai Ioniq 5
REQ-C466D0A8,EV-027,EMP-027,2024-03-12T08:58:00,2024-03-12T14:26:14.671883,42,0.6,16.8,22,AC,standard,high_demand,2024-03-12T07:18:54.438436,BMW i3
REQ-BA1055DC,EV-042,EMP-042,2024-03-12T11:31:00,2024-03-12T19:08:19.699363,40,0.7,6.3,22,AC,standard,high_demand,2024-03-12T08:29:36.360338,Nissan Leaf
REQ-BFC63FF7,EV-010,EMP-010,2024-03-12T14:35:00,2024-03-12T18:44:39.725133,40,0.65,12.9,22,AC,standard,high_demand,2024-03-12T07:16:09.692320,Nissan Leaf
REQ-E3F102ED,EV-017,EMP-017,2024-03-12T14:23:00,2024-03-12T21:00:00,82,0.12,61.4,50,DC,standard,high_demand,2024-03-12T07:24:06.691447,Tesla Model Y
REQ-538A82C3,EV-047,EMP-047,2024-03-12T09:22:00,2024-03-12T18:16:36.167681,77,0.67,19.0,50,DC,standard,high_demand,2024-03-12T03:13:35.932207,Kia EV6
REQ-309841E8,EV-008,EMP-008,2024-03-12T07:27:00,2024-03-12T10:35:27.841426,75,0.44,21.0,50,DC,standard,high_demand,2024-03-12T04:37:59.374529,Tesla Model 3
REQ-CB4ACD32,EV-041,EMP-041,2024-03-12T08:26:00,2024-03-12T16:49:27.081257,82,0.65,503.5,50,DC,standard,high_demand,2024-03-12T01:11:14.380151,Tesla Model Y
REQ-CA151A12,EV-065,EMP-065,2024-03-12T14:32:00,2024-03-12T21:00:00,82,0.66,27.3,50,DC,priority,high_demand,2024-03-12T03:12:04.378962,Tesla Model Y
REQ-0D9F06F6,EV-037,EMP-037,2024-03-12T09:12:00,2024-03-12T12:57:47.659151,77,0.19,36.1,50,DC,priority,high_demand,2024-03-11T23:35:37.719465,VW ID.4
REQ-8B5E179A,EV-042,EMP-042,2024-03-12T16:56:00,2024-03-12T19:44:23.472116,40,0.73,9.1,22,AC,standard,high_demand,2024-03-12T07:22:58.539787,Nissan Leaf
REQ-85ECABFD,EV-037,EMP-037,2024-03-12T08:10:00,2024-03-12T10:58:54.494010,77,0.3,45.5,50,DC,priority,high_demand,2024-03-11T23:17:06.398424,VW ID.4
REQ-F95D606B,EV-005,EMP-005,2024-03-12T17:50:00,2024-03-12T21:00:00,77,0.75,190.0,50,DC,standard,high_demand,2024-03-12T10:24:21.109168,VW ID.4
REQ-DF2FF649,EV-037,EMP-037,2024-03-12T17:54:00,2024-03-12T21:00:00,77,0.47,39.5,50,DC,priority,high_demand,2024-03-12T08:49:42.786217,VW ID.4
REQ-3DEC954D,EV-066,EMP-066,2024-03-13T14:40:00,2024-03-13T18:02:16.237056,40,0.4,23.0,22,AC,standard,low_solar,2024-03-13T11:00:57.331563,Nissan Leaf
REQ-1F76F9BC,EV-034,EMP-034,2024-03-13T14:00:00,2024-03-13T20:15:56.064845,40,0.18,16.9,22,AC,emergency,low_solar,2024-03-13T06:40:06.595231,Nissan Leaf
REQ-C4486F71,EV-043,EMP-043,2024-03-13T08:44:00,2024-03-13T14:38:05.766707,42,0.33,16.4,22,AC,standard,low_solar,2024-03-12T23:37:13.009032,BMW i3
REQ-4F3B2EC0,EV-070,EMP-070,2024-03-13T11:34:00,2024-03-13T15:57:57.273110,52,0.21,32.3,22,AC,standard,low_solar,2024-03-13T01:12:35.596840,Renault Zoe
REQ-EFFE02BB,EV-038,EMP-038,2024-03-13T12:21:00,2024-03-13T15:52:05.256640,52,0.37,16.7,22,AC,standard,low_solar,2024-03-13T03:01:22.489044,Renault Zoe
REQ-BD9770B0,EV-071,EMP-071,2024-03-13T08:49:00,2024-03-13T15:10:19.031963,77,0.49,19.8,50,DC,standard,low_solar,2024-03-12T23:03:29.457435,Kia EV6
REQ-6786CF72,EV-039,EMP-039,2024-03-13T08:56:00,2024-03-13T15:15:13.988405,77,0.38,32.9,50,DC,priority,low_solar,2024-03-13T05:32:07.253436,Kia EV6
REQ-21F7A998,EV-007,EMP-007,2024-03-13T10:21:00,2024-03-13T18:01:56.392180,77,0.36,27.2,50,DC,priority,low_solar,2024-03-13T02:13:58.484265,Kia EV6
REQ-89F50DE2,EV-073,EMP-073,2024-03-13T13:44:00,2024-03-13T20:05:18.237242,82,0.5,26.6,50,DC,priority,low_solar,2024-03-13T12:29:57.145969,Tesla Model Y
REQ-D337BC51,EV-058,EMP-058,2024-03-13T16:55:00,2024-03-13T21:00:00,40,0.27,25.0,22,AC,standard,low_solar,2024-03-13T12:58:50.047967,Nissan Leaf
REQ-324746C0,EV-041,EMP-041,2024-03-13T08:31:00,2024-03-13T16:45:51.550208,82,0.62,28.1,50,DC,standard,low_solar,2024-03-13T00:25:14.044600,Tesla Model Y
REQ-39C7CCCF,EV-073,EMP-073,2024-03-13T12:26:00,2024-03-13T18:50:55.815402,82,0.75,12.9,50,DC,priority,low_solar,2024-03-13T07:28:05.418270,Tesla Model Y
REQ-606F8BCF,EV-065,EMP-065,2024-03-13T08:24:00,2024-03-13T14:11:25.145719,82,0.22,55.2,50,DC,priority,low_solar,2024-03-13T01:45:06.106796,Tesla Model Y
REQ-AF28C755,EV-055,EMP-055,2024-03-13T12:48:00,2024-03-13T19:20:20.448851,77,0.43,40.5,50,DC,standard,low_solar,2024-03-13T02:13:13.115928,Kia EV6
REQ-C667A9CA,EV-050,EMP-050,2024-03-13T07:11:00,2024-03-13T09:38:34.491772,40,0.27,26.4,22,AC,standard,low_solar,2024-03-13T04:34:40.970020,Nissan Leaf
REQ-1AF611A4,EV-010,EMP-010,2024-03-13T11:40:00,2024-03-13T13:50:11.095195,40,0.33,23.4,22,AC,standard,low_solar,2024-03-13T02:06:13.055916,Nissan Leaf
REQ-D624EE94,EV-061,EMP-061,2024-03-13T07:31:00,2024-03-13T11:13:19.380285,77,0.65,19.8,50,DC,emergency,low_solar,2024-03-13T00:18:20.010743,VW ID.4
REQ-0ECDE067,EV-014,EMP-014,2024-03-13T15:12:00,2024-03-13T21:00:00,52,0.43,27.7,22,AC,standard,low_solar,2024-03-13T11:16:08.071792,Renault Zoe
REQ-5D631AC8,EV-079,EMP-079,2024-03-13T08:42:00,2024-03-13T11:13:48.861998,77,0.23,41.8,50,DC,standard,low_solar,2024-03-12T21:46:25.893311,Kia EV6
REQ-6FBDB8CE,EV-078,EMP-078,2024-03-13T09:37:00,2024-03-13T16:29:03.048315,52,0.61,15.1,22,AC,standard,low_solar,2024-03-13T07:04:59.475364,Renault Zoe
REQ-2C7B4D3E,EV-065,EMP-065,2024-03-13T11:00:00,2024-03-13T14:33:05.252279,82,0.59,19.6,50,DC,priority,low_solar,2024-03-13T04:52:11.508448,Tesla Model Y
REQ-267122E2,EV-011,EMP-011,2024-03-13T11:10:00,2024-03-13T17:16:30.952946,42,0.51,14.4,22,AC,standard,low_solar,2024-03-13T06:15:30.700210,BMW i3
REQ-356462D6,EV-034,EMP-034,2024-03-13T07:23:00,2024-03-13T11:40:53.737947,40,0.11,23.5,22,AC,emergency,low_solar,2024-03-13T04:41:30.124208,Nissan Leaf
REQ-3009B2EE,EV-080,EMP-080,2024-03-13T12:15:00,2024-03-13T15:36:58.224318,75,0.55,22.7,50,DC,standard,low_solar,2024-03-13T07:20:21.010281,Tesla Model 3
REQ-5EAC00FE,EV-035,EMP-035,2024-03-13T09:20:00,2024-03-13T17:00:43.783401,42,0.29,19.2,22,AC,standard,low_solar,2024-03-13T01:58:30.285369,BMW i3
REQ-9B5A29A5,EV-080,EMP-080,2024-03-13T08:46:00,2024-03-13T17:43:57.755065,75,0.32,48.5,50,DC,standard,low_solar,2024-03-13T06:05:59.162197,Tesla Model 3
REQ-B8DF6FB3,EV-051,EMP-051,2024-03-13T17:45:00,2024-03-13T21:00:00,42,0.25,27.2,22,AC,standard,low_solar,2024-03-13T08:48:29.227961,BMW i3
REQ-CA7896AF,EV-067,EMP-067,2024-03-13T09:20:00,2024-03-13T13:34:57.969188,42,0.52,10.5,22,AC,standard,low_solar,2024-03-13T05:53:30.328199,BMW i3
REQ-1D1EA21F,EV-021,EMP-021,2024-03-13T09:05:00,2024-03-13T18:02:36.366309,77,0.53,537.6,50,DC,priority,low_solar,2024-03-13T00:39:04.360417,VW ID.4
REQ-F28D34CB,EV-073,EMP-073,2024-03-13T09:45:00,2024-03-13T15:21:16.624388,82,0.41,27.9,50,DC,priority,low_solar,2024-03-13T02:00:05.110517,Tesla Model Y
REQ-E40DC53E,EV-074,EMP-074,2024-03-13T08:19:00,2024-03-13T14:47:07.040079,40,0.28,23.1,22,AC,standard,low_solar,2024-03-12T22:15:50.977373,Nissan Leaf
REQ-69E7BE5A,EV-006,EMP-006,2024-03-13T08:26:00,2024-03-13T10:48:58.833348,52,0.17,23.9,22,AC,standard,low_solar,2024-03-13T05:38:10.375414,Renault Zoe
REQ-D424C2B0,EV-032,EMP-032,2024-03-13T08:02:00,2024-03-13T11:02:45.176130,75,0.56,180.8,50,DC,standard,low_solar,2024-03-13T01:49:30.914867,Tesla Model 3
REQ-EF7232CB,EV-032,EMP-032,2024-03-13T08:51:00,2024-03-13T12:49:46.297637,75,0.1,56.4,50,DC,standard,low_solar,2024-03-12T22:44:41.388358,Tesla Model 3
REQ-3C25E9A5,EV-027,EMP-027,2024-03-13T11:17:00,2024-03-13T13:27:32.232187,42,0.43,20.6,22,AC,standard,low_solar,2024-03-13T07:50:26.066946,BMW i3
REQ-9014CD70,EV-023,EMP-023,2024-03-13T08:58:00,2024-03-13T12:41:12.598825,77,0.4,25.4,50,DC,standard,low_solar,2024-03-13T08:00:46.996873,Kia EV6
REQ-61CA013F,EV-037,EMP-037,2024-03-13T08:36:00,2024-03-13T12:26:43.091888,77,0.58,17.7,50,DC,priority,low_solar,2024-03-13T07:34:20.191794,VW ID.4
REQ-1A3E5683,EV-070,EMP-070,2024-03-13T14:19:00,2024-03-13T17:05:43.831462,52,0.33,25.0,22,AC,standard,low_solar,2024-03-13T03:42:51.112752,Renault Zoe
REQ-72F28D89,EV-063,EMP-063,2024-03-13T08:37:00,2024-03-13T11:29:17.474348,77,0.36,48.4,50,DC,standard,low_solar,2024-03-13T03:40:51.378724,Kia EV6
REQ-9823FFC5,EV-050,EMP-050,2024-03-13T14:35:00,2024-03-13T20:56:58.855065,40,0.62,8.5,22,AC,standard,low_solar,2024-03-13T13:24:32.039219,Nissan Leaf
REQ-4EB69EB8,EV-042,EMP-042,2024-03-13T15:28:00,2024-03-13T20:05:12.748349,40,0.48,18.7,22,AC,standard,low_solar,2024-03-13T12:52:55.812794,Nissan Leaf
REQ-2EB5B162,EV-034,EMP-034,2024-03-13T09:43:00,2024-03-13T11:25:58.038198,40,0.54,16.9,22,AC,emergency,low_solar,2024-03-13T07:42:50.869357,Nissan Leaf
REQ-1BAB506B,EV-034,EMP-034,2024-03-13T15:20:00,2024-03-13T19:55:04.675121,40,0.13,22.0,22,AC,emergency,low_solar,2024-03-13T06:43:50.877494,Nissan Leaf
REQ-6D540BE6,EV-012,EMP-012,2024-03-13T12:32:00,2024-03-13T18:21:29.523219,77,0.47,40.4,50,DC,standard,low_solar,2024-03-13T08:08:34.353431,Hyundai Ioniq 5
REQ-F861AC3D,EV-048,EMP-048,2024-03-13T10:24:00,2024-03-13T12:36:51.537738,75,0.53,22.0,50,DC,standard,low_solar,2024-03-13T02:07:21.363470,Tesla Model 3
REQ-DD6E0304,EV-061,EMP-061,2024-03-13T10:40:00,2024-03-13T16:21:15.294391,77,0.74,10.6,50,DC,emergency,low_solar,2024-03-13T08:21:43.206745,VW ID.4
REQ-26811C51,EV-076,EMP-076,2024-03-13T14:42:00,2024-03-13T21:00:00,77,0.15,48.8,50,DC,standard,low_solar,2024-03-13T03:02:35.994980,Hyundai Ioniq 5
REQ-FDFB486A,EV-074,EMP-074,2024-03-13T07:26:00,2024-03-13T13:45:29.567500,40,0.36,15.8,22,AC,standard,low_solar,2024-03-12T21:43:07.782688,Nissan Leaf
REQ-701C4742,EV-046,EMP-046,2024-03-13T10:42:00,2024-03-13T15:33:10.839238,52,0.18,31.9,22,AC,standard,low_solar,2024-03-13T09:01:10.566491,Renault Zoe
REQ-8EC9ED05,EV-009,EMP-009,2024-03-13T10:06:00,2024-03-13T11:36:04.582318,82,0.16,55.2,50,DC,standard,low_solar,2024-03-13T06:05:49.644535,Tesla Model Y
REQ-792F8739,EV-023,EMP-023,2024-03-13T09:24:00,2024-03-13T15:56:09.808011,77,0.72,14.7,50,DC,standard,low_solar,2024-03-13T06:20:11.190064,Kia EV6
REQ-A41DD680,EV-043,EMP-043,2024-03-13T10:07:00,2024-03-13T16:15:53.465181,42,0.41,20.5,22,AC,standard,low_solar,2024-03-13T08:18:19.432964,BMW i3
REQ-62F712DE,EV-028,EMP-028,2024-03-13T11:26:00,2024-03-13T15:29:36.642094,77,0.64,27.2,50,DC,standard,low_solar,2024-03-13T04:55:49.817415,Hyundai Ioniq 5
REQ-D23BC032,EV-033,EMP-033,2024-03-13T11:05:00,2024-03-13T13:48:52.194928,82,0.19,57.0,50,DC,standard,low_solar,2024-03-13T09:21:11.793671,Tesla Model Y
REQ-8246B189,EV-031,EMP-031,2024-03-13T11:22:00,2024-03-13T19:50:35.838997,77,0.36,35.9,50,DC,priority,low_solar,2024-03-13T02:37:24.980341,Kia EV6
REQ-56218755,EV-039,EMP-039,2024-03-13T07:49:00,2024-03-13T16:15:58.916325,77,0.64,22.0,50,DC,priority,low_solar,2024-03-13T02:08:09.109686,Kia EV6
REQ-6217B6A7,EV-049,EMP-049,2024-03-13T12:54:00,2024-03-13T15:24:35.172390,82,0.42,150.6,50,DC,standard,low_solar,2024-03-13T01:38:38.237174,Tesla Model Y
REQ-3F708EFF,EV-003,EMP-003,2024-03-13T13:57:00,2024-03-13T19:15:44.988275,42,0.7,7.4,22,AC,standard,low_solar,2024-03-13T05:02:57.521004,BMW i3
REQ-67775BE7,EV-023,EMP-023,2024-03-13T07:46:00,2024-03-13T13:46:14.742589,77,0.67,19.1,50,DC,standard,low_solar,2024-03-12T20:00:08.668528,Kia EV6
REQ-BCC01D04,EV-012,EMP-012,2024-03-13T14:31:00,2024-03-13T18:04:07.088759,77,0.73,20.5,50,DC,standard,low_solar,2024-03-13T12:28:58.406196,Hyundai Ioniq 5
REQ-31A42AC4,EV-049,EMP-049,2024-03-13T10:24:00,2024-03-13T17:30:47.525379,82,0.29,49.5,50,DC,standard,low_solar,2024-03-13T01:42:48.401645,Tesla Model Y
REQ-B3B7CF41,EV-056,EMP-056,2024-03-13T16:53:00,2024-03-13T19:53:24.005223,75,0.51,23.7,50,DC,standard,low_solar,2024-03-13T08:39:03.728280,Tesla Model 3
REQ-BD8C1A24,EV-004,EMP-004,2024-03-13T16:57:00,2024-03-13T21:00:00,77,0.43,37.2,50,DC,standard,low_solar,2024-03-13T15:07:22.222555,Hyundai Ioniq 5
REQ-547C27D0,EV-072,EMP-072,2024-03-13T09:57:00,2024-03-13T15:43:47.231245,75,0.53,25.0,50,DC,priority,low_solar,2024-03-12T23:46:26.482880,Tesla Model 3
REQ-4945745C,EV-027,EMP-027,2024-03-13T08:41:00,2024-03-13T16:14:44.229042,42,0.44,12.1,22,AC,standard,low_solar,2024-03-13T00:28:31.476999,BMW i3
REQ-752F58A3,EV-020,EMP-020,2024-03-13T08:30:00,2024-03-13T11:12:25.255647,77,0.29,34.2,50,DC,standard,low_solar,2024-03-13T00:03:29.373195,Hyundai Ioniq 5
REQ-CC61A6A9,EV-060,EMP-060,2024-03-13T08:30:00,2024-03-13T10:14:32.272348,77,0.63,15.7,50,DC,standard,low_solar,2024-03-12T23:29:45.011321,Hyundai Ioniq 5
REQ-1310FF2A,EV-074,EMP-074,2024-03-13T14:29:00,2024-03-13T20:11:34.304925,40,0.25,26.8,22,AC,standard,low_solar,2024-03-13T10:40:31.759703,Nissan Leaf
REQ-F853B3D7,EV-072,EMP-072,2024-03-13T12:51:00,2024-03-13T17:15:23.975513,75,0.72,20.7,50,DC,priority,low_solar,2024-03-13T06:00:02.041662,Tesla Model 3
REQ-5B6385AC,EV-002,EMP-002,2024-03-13T07:30:00,2024-03-13T13:39:15.165782,40,0.61,14.6,22,AC,standard,low_solar,2024-03-12T20:31:04.463989,Nissan Leaf
REQ-6058351B,EV-066,EMP-066,2024-03-13T12:17:00,2024-03-13T19:26:47.908041,40,0.46,17.3,22,AC,standard,low_solar,2024-03-13T00:41:38.401323,Nissan Leaf
REQ-5FBA23E7,EV-025,EMP-025,2024-03-13T07:21:00,2024-03-13T13:58:11.788996,82,0.22,37.5,50,DC,emergency,low_solar,2024-03-13T02:30:43.993400,Tesla Model Y
REQ-83068312,EV-023,EMP-023,2024-03-13T10:06:00,2024-03-13T12:34:31.796313,77,0.48,25.1,50,DC,standard,low_solar,2024-03-13T01:26:18.863133,Kia EV6
REQ-4BAC5964,EV-040,EMP-040,2024-03-13T07:18:00,2024-03-13T11:13:11.010807,75,0.13,63.0,50,DC,standard,low_solar,2024-03-12T23:11:17.745266,Tesla Model 3
REQ-170A6B1A,EV-056,EMP-056,2024-03-13T10:08:00,2024-03-13T14:19:08.310880,75,0.61,19.3,50,DC,standard,low_solar,2024-03-13T07:31:07.819362,Tesla Model 3
REQ-09489772,EV-008,EMP-008,2024-03-13T08:00:00,2024-03-13T12:37:10.143582,75,0.45,22.5,50,DC,standard,low_solar,2024-03-13T05:02:47.152258,Tesla Model 3
REQ-E7EE4DDF,EV-070,EMP-070,2024-03-13T07:43:00,2024-03-13T10:51:18.022716,52,0.59,16.3,22,AC,standard,low_solar,2024-03-12T21:44:39.300202,Renault Zoe
REQ-16C6A659,EV-011,EMP-011,2024-03-13T15:01:00,2024-03-13T21:00:00,42,0.39,24.4,22,AC,standard,low_solar,2024-03-13T07:22:25.147718,BMW i3
